,Price,Bedroom,Bathroom,sqft,zipcode,Address
15160,"$249,900",3 Bd,2 Bath,"2,164 Sqft",14143,"6247 Main Road,
       
        Stafford, NY 14143"
15161,"$149,900",3 Bd,2 Bath,"1,428 Sqft",14422,"6206 Merrill Road,
       
        Byron, NY 14422"
15162,"$239,900",3 Bd,2 Bath,"2,010 Sqft",14143,"6195 Sweetland Road,
       
        Stafford, NY 14143"
15163,"$175,000",4 Bd,2 Bath,"3,156 Sqft",14482,"8595 Lake Street Road,
       
        Le Roy, NY 14482"
15164,"$285,000",,,,14058,"5462 N Byron Rd,
       
        Elba, NY 14058"
15165,"$199,900",3 Bd,2 Bath,"2,120 Sqft",14422,"5906 Merrill Road,
       
        Byron, NY 14422"
15166,"$179,000",4 Bd,2 Bath,"1,496 Sqft",14482,"37 Summit Street,
       
        Le Roy, NY 14482"
15167,"$349,900",2 Bd,3 Bath,"2,631 Sqft",14482,"4 Garden Lane,
       
        Le Roy, NY 14482"
15168,"$239,900",3 Bd,2 Bath,"1,983 Sqft",14020,"56 Clinton Street,
       
        Batavia, NY 14020"
15169,"$43,000",4 Bd,1 Bath,"1,912 Sqft",14020,"5173 Ellicott Street Road,
       
        Batavia, NY 14020"
15170,"$299,900",3 Bd,3 Bath,"1,680 Sqft",14416,"11 Richmond Avenue,
       
        Bergen, NY 14416"
15171,"$174,900",3 Bd,1 Bath,"1,404 Sqft",14020,"2 N Spruce Street,
       
        Batavia, NY 14020"
15172,"$129,900",2 Bd,1 Bath,968 Sqft,14416,"24 Buffalo Street,
       
        Bergen, NY 14416"
15173,"$389,900",4 Bd,4 Bath,"3,054 Sqft",14020,"313 Bank Street,
       
        Batavia, NY 14020"
15174,"$209,000",3 Bd,2 Bath,"1,443 Sqft",14020,"116 East Avenue,
       
        Batavia, NY 14020"
15175,"$135,000",2 Bd,1 Bath,864 Sqft,14020,"65 Columbia Avenue,
       
        Batavia, NY 14020"
15176,"$174,900",3 Bd,2 Bath,"1,538 Sqft",14020,"7 Chase Park,
       
        Batavia, NY 14020"
15177,"$139,900",3 Bd,1 Bath,"1,296 Sqft",14020,"24 Columbia Avenue,
       
        Batavia, NY 14020"
15178,"$199,900",4 Bd,2 Bath,"1,964 Sqft",14416,"13 Hunter Street,
       
        Bergen, NY 14416"
15179,"$184,900",3 Bd,2 Bath,"1,077 Sqft",14020,"211 North Street,
       
        Batavia, NY 14020"
15180,"$157,000",3 Bd,2 Bath,"1,120 Sqft",14487,"3272 Rochester Road,
       
        Livonia, NY 14487"
15181,"$269,900",3 Bd,3 Bath,"1,816 Sqft",14414,"2338 Dutch Hollow Road,
       
        Avon, NY 14414"
15182,"$289,900",5 Bd,2 Bath,"2,030 Sqft",14487,"6 Big Tree Street,
       
        Livonia, NY 14487"
15183,"$299,000",5 Bd,4 Bath,"2,584 Sqft",14487,"83 Big Tree Street,
       
        Livonia, NY 14487"
15184,"$325,000",3 Bd,3 Bath,"2,018 Sqft",14414,"5717 Eleni Court,
       
        Avon, NY 14414"
15185,"$256,900",3 Bd,2 Bath,"1,400 Sqft",14414,"1850 Lakeville Road,
       
        Avon, NY 14414"
15186,"$349,900",4 Bd,3 Bath,"3,201 Sqft",14487,"6128 Cleary Road,
       
        Livonia, NY 14487"
15187,"$299,900",4 Bd,2 Bath,"2,272 Sqft",14454,"3409 North Road,
       
        Geneseo, NY 14454"
15188,"$74,999",5 Bd,1 Bath,"1,222 Sqft",14414,"4711 Darby Road,
       
        Avon, NY 14414"
15189,"$499,900",5 Bd,4 Bath,"3,274 Sqft",14414,"2385 Avon-Geneseo Rd,
       
        Avon, NY 14414"
15190,"$399,900",3 Bd,3 Bath,"2,128 Sqft",14414,"2041 Sackett Road,
       
        Avon, NY 14414"
15191,"$249,900",3 Bd,2 Bath,"1,608 Sqft",14487,"5795 Decker Road,
       
        Livonia, NY 14487"
15192,"$289,900",3 Bd,2 Bath,"1,772 Sqft",14487,"6565 Coe Road,
       
        Livonia, NY 14487"
15193,"$875,000",3 Bd,2 Bath,"2,112 Sqft",14454,"4583 Lima Road,
       
        Geneseo, NY 14454"
15194,"$149,900",4 Bd,2 Bath,"2,674 Sqft",14485,"1839 Genesee Street,
       
        Lima, NY 14485"
15195,"$589,000",3 Bd,3 Bath,"1,323 Sqft",14487,"5264 E Lake Rd Road,
       
        Livonia, NY 14487"
15196,"$535,000",4 Bd,1 Bath,"2,344 Sqft",14435,"5697 E Lake Road,
       
        Conesus, NY 14435"
15197,"$450,000",2 Bd,1 Bath,986 Sqft,14435,"5776 E Lake Road,
       
        Conesus, NY 14435"
15198,"$384,500",3 Bd,2 Bath,"1,784 Sqft",14435,"5700 Marrowback Rd Road,
       
        Conesus, NY 14435"
15199,"$485,000",2 Bd,1 Bath,"1,035 Sqft",14435,"5759 W Lake Rd Road,
       
        Groveland, NY 14435"
15200,"$699,900",5 Bd,4 Bath,"3,256 Sqft",14435,"6684 Bishop Road,
       
        Conesus, NY 14435"
15201,"$149,900",2 Bd,1 Bath,924 Sqft,14472,"1180 York Street,
       
        Lima, NY 14472"
15202,"$152,500",2 Bd,1 Bath,964 Sqft,14559,"2259 N Union Street,
       
        Ogden, NY 14559"
15203,"$499,900",3 Bd,2 Bath,"1,611 Sqft",14559,"450 Chambers Street,
       
        Ogden, NY 14559"
15204,"$220,000",6 Bd,4 Bath,"2,200 Sqft",14559,"586 Chambers Street,
       
        Ogden, NY 14559"
15205,"$439,900",4 Bd,3 Bath,"2,534 Sqft",14559,"20 Silkwood Circle,
       
        Gates, NY 14559"
15206,"$530,000",3 Bd,3 Bath,"2,554 Sqft",14559,"785 Whittier Road,
       
        Ogden, NY 14559"
15207,"$549,900",4 Bd,4 Bath,"3,639 Sqft",14559,"199 Hinkleyville Road,
       
        Parma, NY 14559"
15208,"$349,900",4 Bd,3 Bath,"2,479 Sqft",14559,"32 Barkwood Lane,
       
        Ogden, NY 14559"
15209,"$249,900",3 Bd,2 Bath,"1,713 Sqft",14559,"709 Trimmer Road,
       
        Ogden, NY 14559"
15210,"$234,900",4 Bd,2 Bath,"2,000 Sqft",14559,"3518 Brockport Spencerport Road,
       
        Ogden, NY 14559"
15211,"$169,900",3 Bd,1 Bath,"1,162 Sqft",14559,"1734 Hilton Parma Road,
       
        Parma, NY 14559"
15212,"$169,900",2 Bd,1 Bath,984 Sqft,14559,"500 Washington Street,
       
        Ogden, NY 14559"
15213,"$150,000",3 Bd,1 Bath,"1,340 Sqft",14559,"33 Pine Hill Road,
       
        Parma, NY 14559"
15214,"$87,400",,,,14559,"8 Apple Tree Lane,
       
        Ogden, NY 14559"
15215,"$324,900",3 Bd,2 Bath,"1,680 Sqft",14468,"200 Spencer Road,
       
        Parma, NY 14468"
15216,"$199,900",4 Bd,2 Bath,"1,224 Sqft",14624,"2348 Westside Drive,
       
        Ogden, NY 14624"
15217,"$294,690",3 Bd,2 Bath,"1,786 Sqft",14624,"Lot #205 Willow Wind Trail,
       
        Ogden, NY 14624"
15218,"$264,900",2 Bd,2 Bath,"1,642 Sqft",14624,"Lot #208 Willow Wind Tr,
       
        Ogden, NY 14624"
15219,"$525,995",3 Bd,3 Bath,"2,631 Sqft",14420,"10 Stag Creek,
       
        Clarkson, NY 14420"
15220,"$224,900",2 Bd,2 Bath,"1,239 Sqft",14514,"16 Foxtail Ln,
       
        Chili, NY 14514"
15221,"$219,900",2 Bd,2 Bath,"1,210 Sqft",14514,"44 Foxtail Lane,
       
        Chili, NY 14514"
15222,"$349,900",4 Bd,3 Bath,"2,032 Sqft",14624,"65 Quail Lane,
       
        Ogden, NY 14624"
15223,"$249,900",3 Bd,3 Bath,"1,642 Sqft",14514,"11 Cornflower Drive,
       
        Chili, NY 14514"
15224,"$164,900",2 Bd,1 Bath,"1,141 Sqft",14560,"6932 County Road 37,
       
        Canadice, NY 14560"
15225,"$334,900",3 Bd,2 Bath,"1,968 Sqft",14560,"5993 Lawrence Hill Road,
       
        Canadice, NY 14560"
15226,"$46,000",,,,14560,"0 Chief Canesque Lane,
       
        Springwater, NY 14560"
15227,"$115,000",,,,14560,"7521 Tabors Corners Road,
       
        Springwater, NY 14560"
15228,"$600,000",3 Bd,3 Bath,"2,500 Sqft",14560,"8186 Carney Hollow Road,
       
        Springwater, NY 14560"
15229,"$109,900",2 Bd,2 Bath,924 Sqft,14560,"7769 Straight Road,
       
        Springwater, NY 14560"
15230,"$12,000",2 Bd,1 Bath,720 Sqft,14560,"7585 East Avenue,
       
        Springwater, NY 14560"
15231,"$64,900",3 Bd,2 Bath,"1,820 Sqft",14560,"7244 Webster Crossing Road,
       
        Springwater, NY 14560"
15232,"$75,000",3 Bd,1 Bath,"1,685 Sqft",14560,"7838 N Main Street,
       
        Springwater, NY 14560"
15233,"$229,900",3 Bd,2 Bath,"1,376 Sqft",14437,"6816 Swartz Road,
       
        Springwater, NY 14437"
15234,"$189,900",3 Bd,2 Bath,"1,270 Sqft",14435,"7098 Conesus Springwater Road,
       
        Conesus, NY 14435"
15235,"$86,000",4 Bd,2 Bath,"1,658 Sqft",14572,"100 East Avenue,
       
        Wayland, NY 14572"
15236,"$84,999",4 Bd,2 Bath,"1,738 Sqft",14572,"17 N Lackawanna Street,
       
        Wayland, NY 14572"
15237,"$104,900",4 Bd,1 Bath,"1,900 Sqft",14572,"213 W Naples Street,
       
        Wayland, NY 14572"
15238,"$155,000",3 Bd,2 Bath,"1,720 Sqft",14572,"111 Lincoln St Street,
       
        Wayland, NY 14572"
15239,"$128,500",3 Bd,2 Bath,"1,517 Sqft",14572,"2 Scott Street,
       
        Wayland, NY 14572"
15240,"$274,900",3 Bd,1 Bath,"2,161 Sqft",14572,"7791 Tabors Corner Road,
       
        Springwater, NY 14572"
15241,"$79,900",4 Bd,2 Bath,"1,626 Sqft",14572,"127 Lincoln Street,
       
        Wayland, NY 14572"
15242,"$139,000",3 Bd,1 Bath,"1,440 Sqft",14572,"209 Lincoln Street,
       
        Wayland, NY 14572"
15243,"$169,000",3 Bd,1 Bath,"1,344 Sqft",14435,"6855 Conesus Springwater Road,
       
        Conesus, NY 14435"
15244,"$119,900",3 Bd,2 Bath,"1,509 Sqft",14572,"2525 Gunlocke Park Road,
       
        Wayland, NY 14572"
15245,"$379,999",3 Bd,1 Bath,"2,698 Sqft",14437,"9154 Ricketts Road,
       
        Sparta, NY 14437"
15246,"$149,900",4 Bd,2 Bath,"1,784 Sqft",14561,"2760 State Route 5 And 20,
       
        Hopewell, NY 14561"
15247,"$149,900",,,,14561,"2772 State Route 5 And 20,
       
        Hopewell, NY 14561"
15248,"$239,900",3 Bd,2 Bath,"1,474 Sqft",14561,"4579 Kearney Road,
       
        Gorham, NY 14561"
15249,"$459,000",6 Bd,2 Bath,"4,404 Sqft",14456,"4388 State Route 14a,
       
        Seneca, NY 14456"
15250,"$235,000",5 Bd,3 Bath,"2,692 Sqft",14456,"1103 Prospect Hill Road,
       
        Seneca, NY 14456"
15251,"$359,900",3 Bd,3 Bath,"2,095 Sqft",14424,"4215 State Route 5 And 20,
       
        Hopewell, NY 14424"
15252,"$169,900",3 Bd,1 Bath,"1,116 Sqft",14527,"2139 Bellona Station Road,
       
        Benton, NY 14527"
15253,"$190,000",3 Bd,2 Bath,"1,680 Sqft",14544,"38 N Main Street,
       
        Gorham, NY 14544"
15254,"$485,000",3 Bd,2 Bath,"1,962 Sqft",14424,"4537 Ridge Rd,
       
        Gorham, NY 14424"
15255,"$249,900",3 Bd,2 Bath,"1,688 Sqft",14432,"106 E Main Street,
       
        Phelps, NY 14432"
15256,"$260,000",2 Bd,2 Bath,997 Sqft,14424,"379 Walker Drive,
       
        Canandaigua, NY 14424"
15257,"$249,900",3 Bd,1 Bath,"1,511 Sqft",14424,"4552 Wildflower Drive,
       
        Gorham, NY 14424"
15258,"$379,000",2 Bd,2 Bath,867 Sqft,14424,"4570 Northern Parkway,
       
        Gorham, NY 14424"
15259,"$465,000",4 Bd,3 Bath,"1,886 Sqft",14456,"555 W North Street,
       
        Geneva, NY 14456"
15260,"$165,000",3 Bd,1 Bath,"1,239 Sqft",14456,"80 Pre Emption Road,
       
        Benton, NY 14456"
15261,"$899,900",3 Bd,3 Bath,"2,832 Sqft",14424,"129 Carousel Lane,
       
        Canandaigua, NY 14424"
15262,"$265,000",2 Bd,2 Bath,"1,400 Sqft",14432,"50 Woodview Lane,
       
        Manchester, NY 14432"
15263,"$179,000",3 Bd,1 Bath,"1,376 Sqft",14456,"22 Nagel Place,
       
        Geneva, NY 14456"
15264,"$139,500",3 Bd,1 Bath,"1,136 Sqft",14456,"12 Grant Avenue,
       
        Geneva, NY 14456"
15265,"$209,000",4 Bd,1 Bath,"2,619 Sqft",14456,"232 Hamilton Street,
       
        Geneva, NY 14456"
15266,"$294,900",5 Bd,3 Bath,"2,856 Sqft",14456,"253 Washington Street,
       
        Geneva, NY 14456"
15267,"$150,000",4 Bd,2 Bath,"1,805 Sqft",14456,"199 William Street,
       
        Geneva, NY 14456"
15268,"$529,900",3 Bd,2 Bath,"1,864 Sqft",14555,"7893 Lake Road,
       
        Sodus, NY 14555"
15269,"$59,900",1 Bd,1 Bath,300 Sqft,14555,"7945 Lake Road,
       
        Sodus, NY 14555"
15270,"$199,900",1 Bd,1 Bath,542 Sqft,14555,"8486 Wickham Boulevard,
       
        Sodus, NY 14555"
15271,"$469,900",5 Bd,3 Bath,"2,961 Sqft",14551,"7625 Christian Holler Road,
       
        Sodus, NY 14551"
15272,"$499,900",3 Bd,2 Bath,"1,638 Sqft",14555,"8627 Greig St,
       
        Sodus, NY 14555"
15273,"$99,000",3 Bd,2 Bath,"1,816 Sqft",14551,"6554 State Route 88 Highway,
       
        Sodus, NY 14551"
15274,"$148,900",5 Bd,1 Bath,"1,320 Sqft",14551,"7040 Ridge Road,
       
        Sodus, NY 14551"
15275,"$149,900",3 Bd,1 Bath,"1,400 Sqft",14551,"42 Curtiss Avenue,
       
        Sodus, NY 14551"
15276,"$725,000",4 Bd,3 Bath,"4,568 Sqft",14516,"7007 Thornton Point Road,
       
        Sodus, NY 14516"
15277,"$224,900",5 Bd,2 Bath,"2,496 Sqft",14589,"7677 E Townline Road,
       
        Williamson, NY 14589"
15278,"$349,900",3 Bd,3 Bath,"2,046 Sqft",14589,"4765 Lakewood Dr,
       
        Williamson, NY 14589"
15279,"$250,000",5 Bd,1 Bath,"2,256 Sqft",14551,"5787 S Geneva Road,
       
        Sodus, NY 14551"
15280,"$119,900",3 Bd,2 Bath,"1,056 Sqft",14589,"5159 Ridge Road,
       
        Williamson, NY 14589"
15281,"$199,900",3 Bd,2 Bath,"1,780 Sqft",14589,"6003 E Townline Road,
       
        Williamson, NY 14589"
15282,"$219,900",4 Bd,2 Bath,"2,352 Sqft",14589,"7015 Lake Avenue,
       
        Williamson, NY 14589"
15283,"$399,900",3 Bd,2 Bath,"2,162 Sqft",14590,"10755 Maple View,
       
        Huron, NY 14590"
15284,"$219,900",4 Bd,2 Bath,"1,996 Sqft",14589,"6780 Tuckahoe Road,
       
        Williamson, NY 14589"
15285,"$149,900",3 Bd,1 Bath,"1,026 Sqft",14589,"6274 Bennett Street,
       
        Williamson, NY 14589"
15286,"$58,500",3 Bd,1 Bath,"1,376 Sqft",14589,"4060 Ridge Road,
       
        Williamson, NY 14589"
15287,"$169,900",3 Bd,2 Bath,"1,434 Sqft",14589,"3932 Old Ridge Street,
       
        Williamson, NY 14589"
15288,"$194,900",2 Bd,1 Bath,"1,306 Sqft",14589,"6975 Stoney Lonesome Road,
       
        Williamson, NY 14589"
15289,"$299,900",3 Bd,2 Bath,"2,272 Sqft",14505,"4378 Witherden Road,
       
        Marion, NY 14505"
15290,"$530,000",4 Bd,3 Bath,"2,260 Sqft",14564,"7061 County Road 41,
       
        Victor, NY 14564"
15291,"$299,990",3 Bd,2 Bath,"2,135 Sqft",14564,"1001 Banjo Run,
       
        Victor, NY 14564"
15292,"$327,990",3 Bd,2 Bath,"2,135 Sqft",14564,"1005 Banjo Run,
       
        Victor, NY 14564"
15293,"$337,990",3 Bd,2 Bath,"2,135 Sqft",14564,"1003 Banjo Run,
       
        Victor, NY 14564"
15294,"$372,120",3 Bd,2 Bath,"2,135 Sqft",14564,"1011 Banjo Run,
       
        Victor, NY 14564"
15295,"$299,900",4 Bd,2 Bath,"1,932 Sqft",14564,"1277 Cork Road,
       
        Victor, NY 14564"
15296,"$155,000",4 Bd,2 Bath,"1,756 Sqft",14564,"1306 Brace Road,
       
        Victor, NY 14564"
15297,"$599,000",4 Bd,3 Bath,"2,885 Sqft",14564,"15 Cobble Creek Road,
       
        Victor, NY 14564"
15298,"$529,900",4 Bd,3 Bath,"2,721 Sqft",14564,"7 Berkshire Lane,
       
        Victor, NY 14564"
15299,"$134,999",3 Bd,2 Bath,"1,596 Sqft",14564,"6295 Lambert Road,
       
        Victor, NY 14564"
15300,"$64,900",3 Bd,1 Bath,896 Sqft,14564,"6382 MURPHY DRIVE,
       
        Victor, NY 14564"
15301,"$169,900",3 Bd,2 Bath,"1,904 Sqft",14564,"6289 MURPHY DRIVE,
       
        Victor, NY 14564"
15302,"$499,900",4 Bd,3 Bath,"2,106 Sqft",14564,"7736 Highgrove Path,
       
        Victor, NY 14564"
15303,"$109,900",3 Bd,2 Bath,"1,680 Sqft",14564,"6392 Kims Drive,
       
        Victor, NY 14564"
15304,"$129,900",3 Bd,2 Bath,"1,540 Sqft",14564,"6431 Francis Drive,
       
        Victor, NY 14564"
15305,"$649,900",4 Bd,3 Bath,"3,591 Sqft",14564,"7945 Shire Lane,
       
        Victor, NY 14564"
15306,"$109,900",3 Bd,2 Bath,"1,568 Sqft",14564,"6375 Lambert,
       
        Victor, NY 14564"
15307,"$199,900",5 Bd,2 Bath,"2,322 Sqft",14564,"6916 Valentown Road,
       
        Victor, NY 14564"
15308,"$788,896",3 Bd,3 Bath,"2,105 Sqft",14564,"1029 Arbordale Lane,
       
        Victor, NY 14564"
15309,"$160,000",2 Bd,1 Bath,"1,080 Sqft",14564,"93 School Street,
       
        Victor, NY 14564"
15310,"$564,880",3 Bd,3 Bath,"1,880 Sqft",14564,"550 Valley Court,
       
        Victor, NY 14564"
15311,"$649,880",4 Bd,3 Bath,"2,282 Sqft",14564,"549 Valley Court,
       
        Victor, NY 14564"
15312,"$174,900",3 Bd,1 Bath,"1,142 Sqft",14568,"3137 Wiedrick Road,
       
        Walworth, NY 14568"
15313,"$164,900",3 Bd,2 Bath,"1,348 Sqft",14568,"5242 Fosdick Road,
       
        Walworth, NY 14568"
15314,"$399,000",3 Bd,2 Bath,"2,010 Sqft",14568,"5084 Walworth Ontario Road,
       
        Walworth, NY 14568"
15315,"$199,900",3 Bd,2 Bath,"1,348 Sqft",14568,"3248 Woodfield Drive,
       
        Macedon, NY 14568"
15316,"$389,000",4 Bd,3 Bath,"2,887 Sqft",14568,"3291 Maple Avenue,
       
        Palmyra, NY 14568"
15317,"$199,900",5 Bd,2 Bath,"1,428 Sqft",14519,"5430 Fosdick Road,
       
        Walworth, NY 14519"
15318,"$499,900",3 Bd,3 Bath,"2,300 Sqft",14519,"1689 Hennessey Road,
       
        Walworth, NY 14519"
15319,"$320,000",4 Bd,3 Bath,"1,976 Sqft",14502,"609 Bayberry Lane,
       
        Walworth, NY 14502"
15320,"$279,900",3 Bd,2 Bath,"1,560 Sqft",14502,"3410 Dewberry Lane,
       
        Walworth, NY 14502"
15321,"$374,900",3 Bd,2 Bath,"1,518 Sqft",14519,"5687 Carriage Court,
       
        Ontario, NY 14519"
15322,"$349,900",3 Bd,4 Bath,"1,816 Sqft",14519,"1497 Paddy Ln,
       
        Ontario, NY 14519"
15323,"$155,000",4 Bd,2 Bath,"1,584 Sqft",14519,"1441 Paddy Lane,
       
        Ontario, NY 14519"
15324,"$399,000",3 Bd,1 Bath,992 Sqft,14519,"5335 Swadling Road,
       
        Walworth, NY 14519"
15325,"$599,900",3 Bd,3 Bath,"3,646 Sqft",14505,"3049 Parker Road,
       
        Palmyra, NY 14505"
15326,"$240,000",3 Bd,2 Bath,"1,352 Sqft",14502,"3145 W Walworth Road,
       
        Macedon, NY 14502"
15327,"$374,900",4 Bd,3 Bath,"2,207 Sqft",14502,"3872 Stalker Road,
       
        Walworth, NY 14502"
15328,"$275,000",4 Bd,2 Bath,"1,780 Sqft",14502,"285 Farmview Drive,
       
        Walworth, NY 14502"
15329,"$249,900",3 Bd,1 Bath,"1,580 Sqft",14519,"5422 Lincoln Road,
       
        Walworth, NY 14519"
15330,"$479,900",3 Bd,2 Bath,"1,748 Sqft",14519,"6011 Trillium Trail,
       
        Ontario, NY 14519"
15331,"$155,000",3 Bd,1 Bath,"1,532 Sqft",14502,"580 Quaker Road,
       
        Macedon, NY 14502"
15332,"$399,900",5 Bd,4 Bath,"3,000 Sqft",14502,"134 Paddy Lane,
       
        Macedon, NY 14502"
15333,"$119,900",3 Bd,1 Bath,"1,008 Sqft",14522,"1926 Division Street,
       
        Palmyra, NY 14522"
15334,"$34,000",,,,14569,"V/L Syler Road,
       
        Orangeville Center, NY 14569"
15335,"$184,900",3 Bd,2 Bath,"1,394 Sqft",14569,"96 North Linwood Avenue,
       
        Warsaw, NY 14569"
15336,"$191,500",3 Bd,2 Bath,"1,631 Sqft",14569,"29 Center Street,
       
        Warsaw, NY 14569"
15337,"$79,900",4 Bd,3 Bath,"2,149 Sqft",14569,"204 N Main Street,
       
        Warsaw, NY 14569"
15338,"$5,000",1 Bd,1 Bath,460 Sqft,14569,"3505 Hermitage Road,
       
        Orangeville Center, NY 14569"
15339,"$1,500,000",4 Bd,4 Bath,"7,329 Sqft",14569,"444 South Main Street,
       
        New York, NY 14569"
15340,"$829,900",5 Bd,5 Bath,"7,600 Sqft",14569,"230 W Buffalo Street,
       
        Warsaw, NY 14569"
15341,"$275,000",3 Bd,2 Bath,"2,230 Sqft",14591,"1912 State Route 19,
       
        Middleburgh, NY 14591"
15342,"$109,900",1 Bd,1 Bath,480 Sqft,14066,"30 Treehaven Road,
       
        Wethersfield Springs, NY 14066"
15343,"$250,000",4 Bd,2 Bath,"3,604 Sqft",14591,"578 East Road,
       
        Middleburgh, NY 14591"
15344,"$120,000",1 Bd,1 Bath,747 Sqft,14427,"6735 Lone Pine Way,
       
        Castile, NY 14427"
15345,"$179,000",4 Bd,2 Bath,"2,003 Sqft",14427,"4353 Springbrook Road West,
       
        Castile, NY 14427"
15346,"$148,500",3 Bd,2 Bath,"1,448 Sqft",14427,"5566 Route 19A,
       
        Castile, NY 14427"
15347,"$168,000",3 Bd,2 Bath,"1,407 Sqft",14530,"3783 Euclid Avenue,
       
        Castile, NY 14530"
15348,"$189,900",3 Bd,2 Bath,"2,152 Sqft",14427,"62 S Main Street,
       
        Castile, NY 14427"
15349,"$189,900",3 Bd,2 Bath,"1,337 Sqft",14011,"330 Main Street,
       
        Attica, NY 14011"
15350,"$179,900",4 Bd,2 Bath,"1,928 Sqft",14530,"40 Federal Street S,
       
        Perry, NY 14530"
15351,"$149,900",2 Bd,2 Bath,"1,000 Sqft",14530,"13 Orchard Street,
       
        Perry, NY 14530"
15352,"$199,900",4 Bd,2 Bath,"2,560 Sqft",14427,"90 N Main Street,
       
        Castile, NY 14427"
15353,"$189,900",3 Bd,2 Bath,"1,652 Sqft",14011,"294 Exchange Street,
       
        Attica, NY 14011"
15354,"$179,900",4 Bd,2 Bath,"1,540 Sqft",14530,"118 South Main Street,
       
        Perry, NY 14530"
15355,"$169,900",5 Bd,2 Bath,"2,024 Sqft",14530,"55 Watkins Avenue,
       
        Perry, NY 14530"
15356,"$149,900",4 Bd,2 Bath,"1,720 Sqft",14571,"13961 Park Avenue,
       
        Carlton, NY 14571"
15357,"$59,900",,,,14571,"Lot 10 Roosevelt Highway,
       
        Carlton, NY 14571"
15358,"$249,900",3 Bd,1 Bath,"1,288 Sqft",14571,"1982 Oak Orchard River Road,
       
        Carlton, NY 14571"
15359,"$139,900",3 Bd,1 Bath,"1,128 Sqft",14571,"13462 Gaines Waterport Road,
       
        Carlton, NY 14571"
15360,"$49,900",,,,14571,"0 Waterport Road,
       
        Carlton, NY 14571"
15361,"$99,900",3 Bd,2 Bath,"1,568 Sqft",14411,"1968 Center Rd Road,
       
        Carlton, NY 14411"
15362,"$265,000",4 Bd,2 Bath,"2,256 Sqft",14411,"2074 Oak Orchard Road,
       
        Carlton, NY 14411"
15363,"$49,999",2 Bd,1 Bath,896 Sqft,14411,"13948 Ridge Road West,
       
        Gaines, NY 14411"
15364,"$69,900",1 Bd,1 Bath,600 Sqft,14477,"14472 Marsh Creek Road,
       
        Carlton, NY 14477"
15365,"$275,000",3 Bd,2 Bath,"1,696 Sqft",14477,"986 Point Breeze Road,
       
        Carlton, NY 14477"
15366,"$179,500",3 Bd,1 Bath,"1,082 Sqft",14411,"16094 Ridge Road W,
       
        Murray Isle, NY 14411"
